COD;DES
20703609;LINGUE E TRADUZIONE- LINGUA FRANCESE PER DAMS MAGISTRALE
20703610;LINGUA E TRADUZIONE- LINGUA INGLESE PE DAMS MAGISTRALE
20703611;LINGUA E TRADUZIONE- LINGUA SPAGNOLA PER DAMS MAGISTRALE
20703612;LETTERATURA FRANCESE MAGISTRALE PER LETTERE
20703613;LETTERATURA SPAGNOLA MAGISTRALE PER LETTERE
20703614;LETTERATURA INGLESE MAGISTRALE PER LETTERE
20703615;LETTERATURA TEDESCA MAGISTRALE PER LETTERE
20703616;FILOLOGIA SLAVA I A MAGISTRALE PER LL
20703617;FILOLOGIA SLAVA 1 A + I B MAGISTRALE PER LL
20703618;LETTERATURA INGLESE MAGISTRALE PER LL 
20703288;FILOLOGIA E LINGUISTICA ROMANZA 1A LM
20703289;FILOLOGIA E LINGUISTICA ROMANZA 2 LM
20703290;FILOLOGIA GERMANICA 1A LM
20703291;FILOLOGIA GERMANICA 2 LM
20703292;LINGUISTICA GENERALE 2 LM
20703293;LINGUISTICA GENERALE 3 LM
20703294;GLOTTOLOGIA 2 LM
20703295;LINGUA E TRADUZIONE FRANCESE 2 LM - 1° LINGUA
20703296;LINGUA E TRADUZIONE SPAGNOLA 2 LM - 1° LINGUA
20703297;LINGUA E TRADUZIONE PORTOGHESE E BRASILIANA 2 LM - 1° LINGUA
20703298;LINGUA E TRADUZIONE INGLESE 2 LM - 1° LINGUA
20703299;LINGUA E TRADUZIONE TEDESCA 2 LM - 1° LINGUA
20703300;LINGUA E TRADUZIONE RUSSA 2 LM - 1° LINGUA
20704100;LINGUA E TRADUZIONE FRANCESE 2A LM
20704101;LINGUA E TRADUZIONE FRANCESE 2B LM
20704102;LINGUA E TRADUZIONE SPAGNOLA 2A LM
20704103;LINGUA E TRADUZIONE SPAGNOLA 2B LM
20704104;LINGUA E TRADUZIONE PORTOGHESE E BRASILIANA 2A LM
20704105;LINGUA E TRADUZIONE PORTOGHESE E BRASILIANA 2B LM
20704106;LINGUA E TRADUZIONE INGLESE 2A LM
20704107;LINGUA E TRADUZIONE INGLESE 2B LM
20704108;LINGUA E TRADUZIONE TEDESCA 2A LM
21801767;CORSO CLA LINGUA TEDESCA 1
20704109;LINGUA E TRADUZIONE TEDESCA 2B LM
20704110;LINGUA E TRADUZIONE RUSSA 2A LM
20704111;LINGUA E TRADUZIONE RUSSA 2B LM
20704112;LINGUE E LETTERATURE DELL'AFRICA 2A LM - SOMALO
20704113;LINGUE E LETTERATURE DELL'AFRICA 2B LM - SOMALO
20704114;LINGUA E LETTERATURA ARABA 2A LM
20704115;LINGUA E LETTERATURA ARABA 2B LM
20704116;LINGUE E LETTERATURE DELLA CINA E DELL'ASIA SUD-ORIENTALE 2A LM
20704117;LINGUE E LETTERATURE DELLA CINA E DELL'ASIA SUD-ORIENTALE 2B LM
21801768;CORSO CLA LINGUA TEDESCA 2
21801769;CORSO CLA LINGUA TEDESCA 3
21801770;CORSO CLA LINGUA SPAGNOLA 1
21801771;CORSO CLA LINGUA SPAGNOLA 2
21801772;CORSO CLA LINGUA SPAGNOLA 3
21001938;LABORATORIO DI PROGETTAZIONE ARCHITETTONICA E URBANA 1
21001939;PROGETTO DEGLI SPAZI APERTI - CORSO INTEGRATO
21001940;POLITICHE URBANE E TERRITORIALI
21001941;LABORATORIO DI URBANISTICA 2
21001942;LABORATORIO DI PROGETTAZIONE ARCHITETTONICA E URBANA 2
21001943;PROVA FINALE
2100194;PROVA FINALE
21001945;FONDAMENTI DI PROGETTAZIONE ARCHITETTONICA - LABORATORIO 1
21001946;STORIA DELL'ARCHITETTURA 1
21001947;FONDAMENTI E APPLICAZIONI DI GEOMETRIA DESCRITTIVA
21001948;MATERIALI ED ELEMENTI COSTRUTTIVI
21001949;ISTITUZIONI DI MATEMATICHE 1
21001950;DISEGNO DELL'ARCHITETTURA
21001651;LINGUA UE
20703619;FILOLOGIA SLAVA II MAGISTRALE PER LL
22901726;LABORATORIO AFFERENZA ALLE FONTI PER L'ORIENTAMENTO
22901727;LABORATORIO ANALISI DELLE INFORMAZIONE ORIENTATIVA
21001951;ULTERIORI ATTIVITA' FORMATIVE
21001952;ULTERIORI ATTIVITÀ FORMATIVE
20703287;DIDATTICA DELLE LINGUE MODERNE OCI
20703432;CINEMA SPERIMENTALE E D'AVANGUARDIA
20703433;STORIA DELLA RADIO E DELLA TELEVISIONE LM
20801774;MODELLI MATEMATICI MULTI-SCALA IN FISICA DEI MATERIALI
20703434;COMUNICAZIONE PUBBLICITARIA
22901730;LABORATORIO PEDAGOGIA SPECIALE II - 2° SEMESTRE
22901731;LABORATORIO PEDAGOGIA GENERALE (II SEMESTRE)
22901732;LABORATORIO DIDATTICA SPECIALE I - 2° SEMESTRALITA'
22901733;LABORATORIO PSICOLOGIA GENERALE I - 2° SEMESTRALITA'
22901734;LABORATORIO SOCIOLOGIA - II SEMESTRALITA'
22901735;LABORATORIO SOCIOLOGIA DELL'INFANZIA - 2° SEMESTRE
22901736;LABORATORIO METODOLOGIA EDUCAZIONE MUSICALE COMUNICAZIONE SONORA I - 2° SEMESTRALITA'
22901737;LABORATORIO PEDAGOGIA SPECIALE I - 2° SEMESTRALITA'
22901738;LABORATORIO PSICOLOGIA GENERALE 2 - 2°SEMESTRALITA'
22901739;LABORATORIO IGIENE SCOLASTICA - 2° SEMESTRALITA'
22901740;LABORATORIO METODI E DIDATTICHE DELLE ATTIVITA' SPORTIVE
22901741;LABORATORIO DOCIMOLOGIA I - 2° SEMESTRALITA'
22901742;LABORATORIO DIDATTICA SPECIALE II - 2° SEMESTRALITA'
22901743;LABORATORIO DIDATTICA SPECIALE II - 2° SEMESTRALITA'
22901744;LABORATORIO DIDATTICA GENERALE INDIRIZZO INFANZIA - 2°SEMESTRALITA'
22901745;LABORATORIO DIDATTICA GENERALE INDIRIZZO ELEMENTARE -  2°SEMESTRALITA'
22901746;LABORATORIO PEDAGOGIA DELLA CITTADINANZA E DELLA CONVIVENZA CIVILE INDIRIZZO INFANZIA - 2°SEMESTRALITA'
22901747;LABORATORIO PEDAGOGIA DELLA CITTADINANZA E DELLA CONVIVENZA CIVILE INDIRIZZO ELEMENTARE 
22901748;LABORATORIO LETTERATURA PER L'INFANZIA INDIRIZZO ELEMENTARE - 2° SEMESTRALITA'
22901749;LABORATORIO LINGUA INGLESE II - 2° SEMESTRALITA'
22901750;LABORATORIO LETTERATURA ITALIANA - 2° SEMESTRALITA'
22901751;LABORATORIO SOCIOLOGIA DELLA COMUNICAZIONE DI MASSA - 2° SEMESTRALITA'
22901752;LABORATORIO DOCIMOLOGIA II - 2° SEMESTRALITA'
22901753;LABORATORIO INFORMATICA - 2° SEMESTRALITA'
22901754;LABORATORIO GRAMMATICA ITALIANA - 2° SEMESTRALITA'
22901755;LABORATORIO DIDATTICA DELLA MATEMATICA - 2° SEMESTRALITA'
22901756;LABORATORIO PEDAGOGIA SPECIALE II INDIRIZZO INFANZIA - 2° SEMESTRALITA'
22901757;LABORATORIO PEDAGOGIA SPECIALE II INDIRIZZO ELEMENTARE - 2° SEMESTRALITA'
22901758;LABORATORIO METODI E TECNICHE DEL GIOCO E DELL'ANIMAZIONE - 2° SEMESTRALITA'
22901759;LABORATORIO LETTERATURA PER L'INFANZIA 4° INDIRIZZO INFANZIA - 2° SEMESTRALITA'
22901760;LABORATORIO TECNICHE OSSERVAZIONE COMPORTAMENTO INFANTILE - 2° SEMESTRALITA'
22901761;PERCEZIONE E COMUNICAZIONE VISIVA A.A. 2007/2008
20101297;LINGUA GIURIDICA SPAGNOLO (IDONEITÀ)
20101298;ATTIVITÀ - CATALOGAZIONE DELLE CARTE FORENSI
22901762;LABORATORIO PEDAGOGIA GENERALE - 2° SEMESTRALITA'
22901763;LABORATORIO PEDAGOGIA GENERALE - 3° SEMESTRALITA'
22901764;LABORATORIO PEDAGOGIA GENERALE - 4° SEMESTRALITA'
22901765;LABORATORIO LINGUISTICA GENERALE (2° SEMESTRE)
22901766;LABORATORIO LINGUISTICA GENERALE - 3° SEMESTRALITA'
22901767;LABORATORIO LINGUISTICA GENERALE - 4° SEMESTRALITA'
22901768;LABORATORIO ECOLOGIA - (2° SEMESTRE)
22901769;LABORATORIO ECOLOGIA - 3° SEMESTRALITA'
22901770;LABORATORIO ECOLOGIA - 4° SEMESTRALITA'
22901771;LABORATORIO LINGUA INGLESE 1 (2° SEMESTRE)
22901772;LABORATORIO LINGUA INGLESE 1 - 3° SEMESTRALITA'
22901773;LABORATORIO LINGUA INGLESE 1 - 4° SEMESTRALITA'
22901774;LABORATORIO MATEMATICA E DIDATTICA DELLA MATEMATICA (2° SEMESTRE)
22901775;LABORATORIO MATEMATICA E DIDATTICA DELLA MATEMATICA - 3° SEMESTRALITA'
22901776;LABORATORIO MATEMATICA E DIDATTICA DELLA MATEMATICA - 4° SEMESTRALITA'
22901777;LABORATORIO PSICOLOGIA DELLO SVILUPPO E DELL'EDUCAZIONE (2° SEMESTRE)
22901778;LABORATORIO PSICOLOGIA DELLO SVILUPPO E DELL'EDUCAZIONE - 3° SEMESTRALITA'
22901779;LABORATORIO PSICOLOGIA DELLO SVILUPPO E DELL'EDUCAZIONE - 4° SEMESTRALITA'
22901780;LABORATORIO PERCEZIONE COMUNICAZIONE VISIVA (2° SEMESTRE)
22701780;LABORATORIO PERCEZIONE COMUNICAZIONE VISIVA - 3° SEMESTRALITA'
20101299;ATTIVITÀ - L'ILLUMINISMO PENALISTICO
22701781;LABORATORIO PERCEZIONE COMUNICAZIONE VISIVA - 4° SEMESTRALITA'
22901781;LABORATORIO STORIA CONTEMPORANEA (2° SEMESTRE)
22901782;LABORATORIO STORIA CONTEMPORANEA - 3° SEMESTRALITA'
22901783;LABORATORIO STORI A CONTEMPORANEA - 4° SEMESTRALITA'
22901784;LABORATORIO GEOGRAFIA (2° SEMESTRE)
22901785;LABORATORIO GEOGRAFIA - 3° SEMESTRALITA'
20101300;ATTIVITÀ - LA TUTELA CONTRO LA DISOCCUPAZIONE
22901786;LABORATORIO GEOGRAFIA - 4° SEMESTRALITA'
22901787;LABORATORIO PEDAGOGIA SPERIMENTALE E VALUTAZIONE SCOLASTICA (2° SEMESTRE)
20101301;ATTIVITÀ - L'ESTINZIONE DEL RAPPORTO DI LAVORO
20101302;ATTIVITÀ - IL PUBBLICO IMPIEGO PRIVATIZZATO
20101303;ATTIVITÀ - RAPPORTI INTERPOSITORI E PROCESSI DI ESTERNALIZZAZIONE
20101304;ATTIVITÀ - LO SCIOPERO NEI SERVIZI PUBBLICI ESSENZIALI
20101305;ATTIVITÀ - IL TRASFERIMENTO DI PARTE D'AZIENDA TRA ITALIA E G.B.
20101306;ATTIVITÀ - TECNICA CONTRATTUALE E ADR
22901788;LABORATORIO DIDATTICA GENERALE  INDIRIZZO INFANZIA 
22901789;LABORATORIO METODOLOGIA DELL'EDUCAZIONE MUSICALE E COMUNICAZIONE SONORA II - 2° SEMESTRALITA'
20101307;ATTIVITÀ - LE FONTI LEGALI E LE FONTI PRIVATE DELLE OBBLIGAZIONI
20101308;ATTIVITÀ - DRAFTING INTERNATIONAL COMMERCIAL CONTRACTS
20101309;ATTIVITÀ - LA RIFORMA SPAGNOLA SULLE MODIFICIAZIONI STATUTARIE NELLE SOCIETÀ
20101310;ATTIVITÀ - L'ILLECITO DA AGGRAVAMENTO DEL DISSESTO NELLA CRISI D'IMPRESA
20101311;ATTIVITÀ - DIALOGOI SUL PROCESSO CIVILE
20101312;ATTIVITÀ - IL RUOLO DEGLI ENTI BILATERALI
21201325;IDONEITA' DI LINGUA ALBANESE
21201326;IDONEITA' DI LINGUA ALBANESE
21201327;IDONEITA' DI LINGUA INGLESE
21201328;IDONEITA' DI LINGUA PORTOGHESE
21201329;IDONEITA' DI LINGUA FRANCESE
21201330;IDONEITA' DI LINGUA SPAGNOLA
21201331;IDONEITA' DI LINGUA TEDESCA
21201332;IDONEITA' DI LINGUA TEDESCA
21201333;IDONEITA' DI LINGUA SPAGNOLA
21201334;IDONEITA' DI LINGUA PORTOGHESE
21201335;IDONEITA' DI LINGUA INGLESE
21201336;IDONEITA' DI LINGUA ALBANESE
21201337;IDONEITA' DI LINGUA CINESE
21201338;IDONEITA' DI LINGUA BULGARA
21201339;IDONEITA' DI LINGUA CINESE
21201340;IDONEITA' DI LINGUA CINESE
21201341;IDONEITA' DI LINGUA BULGARA
21201342;IDONEITA' DI LINGUA BULGARA
21201343;IDONEITA' DI LINGUA FRANCESE
20401876;LABORATORIO DI GESTIONE DATI
22901790;STORIA CONTEMPORANEA II 
20101313;ATTIVITA' - LA PROVA NEL PROCESSO PENALE: ANALISI DEGLI ISTITUTI E PERCORSI GIURISPRUDENZIALI
20401877;FISICA ATOMICA E MOLECOLARE
20703301;STORIA DELL'ARCHEOLOGIA
20401878;ASTROFISICA EXTRAGALATTICA
20401879;ASTROFISICA STELLARE
20401880;COMPLEMENTI DI FISICA DELLA MATERIA CONDENSATA
20401881;COMPLEMENTI DI METODI MATEMATICI DELLA FISICA
20401882;ELEMENTI DI ASTROFISICA E COSMOLOGIA
20703302;ARCHEOLOGIA E STORIA DELL'ARTE GRECA E ROMANA
20703303;ARCHEOLOGIA ROMANA E DELLE PROVINCE
20703304;METODOLOGIA DELLA RICERCA E DELLO SCAVO ARCHEOLOGICO
20703305;LEGISLAZIONE DEI BENI CULTURALI
20703306;ARCHEOLOGIA TARDOANTICA E MEDIEVALE
20703307;ARCHEOLOGIA TARDOANTICA E CRISTIANA
20703308;ARCHEOLOGIA CRISTIANA E MEDIEVALE
20703309;ARCHEOLOGIA CRISTIANA
20703310;ARCHEOLOGIA TARDOANTICA
20703311;ARCHEOLOGIA TARDOANTICA II
20703312;ARCHEOLOGIA MEDIEVALE
20703313;ARCHEOLOGIA DELL'ARCHITETTURA
20703314;MUSEOLOGIA
20703315;MUSEOLOGIA II
20703316;STORIA E TECNICA DEL RESTAURO
20703317;STORIA E TECNICA DEL RESTAURO II
20703318;RILEVAMENTO ARCHEOLOGICO
20703319;BOTANICA GENERALE
20703320;BOTANICA AMBIENTALE E APPLICATA
20703321;FISICA APPLICATA
20703322;ARCHEOLOGIA DEI PAESAGGI
20703323;FONDAMENTI DI LETTERATURA ARTISTICA
20703324;ISTITUZIONI DI STORIA DELL'ARTE MODERNA I
20703325;ISTITUZIONI DI STORIA DELL'ARTE MODERNA II
20703326;ISTITUZIONI DI STORIA DELL'ARTE CONTEMPORANEA
20703327;ICONOGRAFIA CRISTIANA E MEDIEVALE
20703328;STORIA COMPARATA DELL'ARTE DEI PAESI EUROPEI
20703329;STORIA DELLA CRITICA D'ARTE
20703330;STORIA DELL'ARTE MEDIEVALE
20703331;STORIA DELL'ARTE CONTEMPORANEA
20703332;STORIA DELL'ARTE MODERNA
20703333;ARCHEOLOGIA MEDIEVALE DI ROMA - LM
20801775;ELETTROTECNICA ED ELETTRONICA
20703334;ANTICHITA' CRISTIANE E MEDIEVALE - LM
20801776;FONDAMENTI DI TELECOMUNICAZIONI
20801777;RICERCA OPERATIVA I
20801778;FONDAMENTI DI AUTOMATICA
20801779;CALCOLATORI ELETTRONICI
20801780;PROGRAMMAZIONE ORIENTATA AGLI OGGETTI
20801781;ALGORITMI E STRUTTURE DI DATI
20801782;ANALISI DEI SISTEMI AD EVENTI
20801783;MISURE E IDENTIFICAZIONE PER SISTEMI DINAMICI
20801784;OTTIMIZZAZIONE DELLA LOGISTICA
20801785;CONOSCENZE UTILI PER L'INSERIMENTO NEL MONDO DEL LAVORO
20801786;PROVA FINALE
20801787;ROBOTICA AUTONOMA E FUSIONE SENSORIALE
20801788;ECONOMIA E ORGANIZZAZIONE AZIENDALE
20801791;PROGRAMMAZIONE CONCORRENTE
20801792;ARCHITETTURE SOFTWARE
20801793;SISTEMI INFORMATIVI
20801794;CALCOLO PARALLELO E DISTRIBUITO
20801795;SICUREZZA DEI SISTEMI INFORMATICI E DELLE RETI
20801796;ELEMENTI DI CRITTOGRAFIA
20801797;SISTEMI QUANTISTICI PER L'INFORMATICA
20801798;SISTEMI INTELLIGENTI PER INTERNET
20801799;INFORMATICA BIOMEDICA
20801800;GESTIONE DELL'INFORMAZIONE SU WEB
20801801;OTTIMIZZAZIONE COMBINATORIA
20801802;TECNICHE ALGORITMICHE PER GRAFI E RETI
20801803;QUALITA' DEI SERVIZI DI RETE
20801804;INTEGRAZIONE E TRASFORMAZIONE DI DATI
20401885;AL110 - ALGEBRA 1
20401886;AM110 - ANALISI MATEMATICA 1
20401887;AM120 - ANALISI MATEMATICA 2
20401888;GE110 - GEOMETRIA 1
20401889;CP110 - PROBABILITÀ 1
20401890;IN110 - INFORMATICA 1
20801807;COMPLEMENTI DI CALCOLO ED ELEMENTI DI FISICA MATEMATICA
20801808;COMPLEMENTI DI FISICA
20801809;SCIENZA E TECNOLOGIA DEI MATERIALI
20801810;FISICA TECNICA
20801811;APPLICAZIONI INDUSTRIALI ELETTRICHE
20801812;MECCANICA DEI FLUIDI
20801813;ELETTRONICA APPLICATA
20801814;DINAMICA DEL VOLO DI AEROPLANI ED ELICOTTERI
20801815;AEROELASTICITA' APPLICATA
20801816;ANALISI DI STRUTTURE AERONAUTICHE
20801817;COMPLEMENTI DI CONTROLLI AUTOMATICI
20801818;PROGETTAZIONE STRUTTURALE DEI VELIVOLI
20801819;AEROACUSTICA
20801820;COMPLEMENTI DI ECONOMIA DEI SISTEMI PRODUTTIVI
20801821;INTERAZIONE FRA LE MACCHINE E L'AMBIENTE
20801822;LABORATORIO DI AERODINAMICA E AEROACUSTICA
20801823;LABORATORIO DI AERODINAMICA
20801824;MACCHINE
20801825;TURBOMACCHINE
20801826;AEROELASTICITA'
20801827;COMPATIBILITA' ELETTROMAGNETICA INDUSTRIALE - ELECTRICAL POWER QUALITY
20801828;MACCHINE E AZIONAMENTI ELETTRICI
20801829;OLEODINAMICA E PNEUMATICA
20801830;DINAMICA DEL VOLO
20801831;ALTRE CONOSCENZE UTILI PER L'INSERIMENTO NEL MONDO DEL LAVORO
20801832;PROVA FINALE
20704912;LABORATORIO LA STORIA NELLA COMUNICAZIONE TELEVISIVA
20704013;DIRITTO INTERNAZIONALE LM
20704014;ARCHIVISTICA
20704016;DIRITTO E SOCIETA' NEL MEDIOEVO
20401891;IN5 - TECNICHE DI SICUREZZA DEI DATI E DELLE RETI
20401892;MC3 - MATEMATICHE COMPLEMENTARI 3, LABORATORIO DI CALCOLO PER LA DIDATTICA
20401893;GE8 - TOPOLOGIA DIFFERENZIALE
20401894;CP4 - PROCESSI ALEATORI
20401895;AL9 - TEORIA DEI GRUPPI
20801833;GESTIONE DEI SERVIZI IDRICI
20801834;FONDAMENTI DI IMPIANTI INDUSTRIALI
20801835;MOTORI A COMBUSTIONE INTERNA
20801836;AZIONAMENTI ELETTRICI PER L'AUTOMAZIONE INDUSTRIALE
20801837;COMPLEMENTI DI CONTROLLI AUTOMATICI
20801838;OLEODINAMICA E PNEUMATICA
20801841;PROPULSIONE ELETTRICA
20801842;FONDAMENTI DI COSTRUZIONI AUTOMOBILISTICHE
20801844;CAVE E RECUPERO AMBIENTALE
20801845;COMPLEMENTI DI IDRODINAMICA
20801846;INTERAZIONE FRA LE MACCHINE E L'AMBIENTE
20801847;COMPLEMENTI DI ECONOMIA DEI SISTEMI PRODUTTIVI
20801848;MODELLI E POLITICHE DI GESTIONE DEI SISTEMI ENERGETICI
20801849;FONDAMENTI DI PROGETTAZIONE MECCANICA
12950170;LABORATORIO DI PEDAGOGIA TEATRALE
20801850;PROGETTO DI MACCHINE
12950171;LABORATORIO TIC (TECNOLOGIE DELL'INFORMAZIONE E DELLA COMUNICAZIONE)
20703335;STORIA DELL'ARCHEOLOGIA - LM
20703336;ARCHEOLOGIA E ICONOGRAFIA CRISTIANA E MEDIEVALE - LM
20703337;EPIGRAFIA CRISTIANA - LM
20703338;ARCHEOLOGIA DELL'ARCHITETTURA - LM
20703339;ARCHEOLOGIA E STORIA DELL'ARTE DEL VICINO ORIENTE ANTICO 1 - LM
20703340;STORIA DELL'ARTE BIZANTINA - LM
20703341;MUSEOLOGIA - LM
20801851;METODI SPERIMENTALI PER L'INGEGNERIA MECCANICA MODULO I
20801852;ANALISI MATEMATICA PER LE APPLICAZIONI
20801853;COMPLEMENTI DI SCIENZA DELLE COSTRUZIONI MODULO I
20401883;ELEMENTI DI FISICA TERRESTRE E DELL'AMBIENTE
20401884;FISICA DELLA MATERIA CONDENSATA
20401900;FISICA DELL'AMBIENTE
20401901;FISICA DELLE PARTICELLE ELEMENTARI
20401902;FISICA NUCLEARE E SUBNUCLEARE
20401903;FISICA SPERIMENTALE DELLE PARTICELLE ELEMENTARI
20401904;FISICA TEORICA I
20401905;FISICA TEORICA II
20401906;FISICA TERRESTRE
20401907;FONDAMENTI DI TEORIA DEI GRUPPI PER FISICI
20401896;FM7 - METODI PROBABILISTICI IN FISICA MATEMATICA
20401908;METODI SPERIMENTALI DI STRUTTURA DELLA MATERIA
20401909;PROCESSI RADIATIVI IN ASTROFISICA
20401910;RAGGI COSMICI
20401911;SIMMETRIE ED INTEGRABILITA' DI SISTEMI FISICI
20401912;SISMOLOGIA
20401913;TEORIA DELLA RELATIVITÀ RISTRETTA
20401914;TEORIA DELLA RELATIVITÀ RISTRETTA
20401915;TEORIA QUANTISTICA DELLA MATERIA
20401916;TEORIA QUANTISTICA DELLA MATERIA
20401917;FISICA TEORICA II
22901793;LABORATORIO TECNICHE DI OSSERVAZIONE DEL COMPORTAMENTO INFANTILE
22901791;LABORATORIO PEDAGOGIA TEATRALE
22901792;LABORATORIO TIC (TECNOLOGIE DELL'INFORMAZIONE E DELLA COMUNICAZIONE)
20401920;ELEMENTI DI FISICA DEI MATERIALI
20401919;PRINCIPI DI ECONOMIA AZIENDALE
20401940;FISICA SPERIMENTALE II
20401941;GEOFISICA E LABORATORIO
20401942;GEOLOGIA I LABORATORIO E CAMPO INTERDISCIPLINARE
20401943;GEOMORFOLOGIA E LABORATORIO
20401944;PALEONTOLOGIA E LABORATORIO
20401945;PETROGRAFIA E LABORATORIO
20401946;MINERALOGIA E LABORATORIO
20401918;CORSO DI RACCORDO
20703564;LINGUA E TRADUZIONE LINGUA FRANCESE III (TPT) II LINGUA
20703565;LINGUA E TRADUZIONE LINGUA SPAGNOLA III (TPT) II LINGUA
20703566;LINGUA E TRADUZIONE LINGUE PORTOGHESE E BRASILIANA III (TPT) IILINGUA
20703567;LINGUA E TRADUZIONE LINGUA INGLESE III (TPT) II LINGUA
20703568;LINGUA E TRADUZIONE LINGUA TEDESCA III (TPT) II LINGUA
20703569;LINGUA E TRADUZIONE LINGUA RUSSA III (TPT) II LINGUA
20703570;LINGUA E TRADUZIONE LINGUA FRANCESE II (TPT) II LINGUA
20703571;LINGUA E TRADUZIONE LINGUA SPAGNOLA II( TPT) II LINGUA
20703572;LINGUA E TRADUZIONE LINGUE PORTOGHESE E BRASILIANA II (TPT) II LINGUA
20703573;LINGUA E TRADUZIONE LINGUA INGLESE II (TPT) II LINGUA
20703574;LINGUA E TRADUZIONE LINGUA TEDESCA II (TPT) II LINGUA
20703575;LINGUA E TRADUZIONE LINGUA RUSSA II (TPT) II LINGUA
20401950;INTRODUZIONE ALLE TECNICHE DI ANALISI FILOGENETICA
20401951;LEGISLAZIONE AMBIENTALE ED ELEMENTI DI CONSERVAZIONE DELLA NATURA
20703343;ARCHEOLOGIA SUBACQUEA - LM
20703344;STORIA E TECNICA DEL RESTAURO - LM
20703345;STORIA DELLE TECNICHE ARTISTICHE - LM
20703346;STORIA DELLA CRITICA D'ARTE - LM
20703347;STORIA COMPARATA DELL'ARTE DEI PAESI EUROPEI - LM
20703348;STORIA DELLA FOTOGRAFIA - LM
20703349;ICONOGRAFIA CRISTIANA E MEDIEVALE - LM
20801854;FISICA II
20801856;TEORIA DEI SEGNALI
20801857;FONDAMENTI DI AUTOMATICA
20801858;TEORIA DEI CIRCUITI
20801859;ELETTRONICA I
20801860;CAMPI ELETTROMAGNETICI I
20801861;COMUNICAZIONI OTTICHE
20801862;ANTENNE E PROPAGAZIONE
20801863;COMPONENTI A IPERFREQUENZE
20801864;SISTEMI BIOMETRICI
20801865;BIOELETTROMAGNETISMO
20801866;NEUROINGEGNERIA E RIABILITAZIONE
20801867;SOFTWARE DEFINED RADIO
20801868;COMUNICAZIONI MULTIMEDIALI SICURE
20401930;FISICA DELL'AMBIENTE
20401897;AM12 - ANALISI SUPERIORE
20401898;AM13 - ANALISI SUPERIORE (CORSO DI LETTURE)
20704130;ARCHEOLOGIA URBANA DI ROMA II
20704131;STORIA DELLE TECNICHE ARTISTICHE - LM
20401931;COMPLEMENTI DI FISICA DELLA MATERIA CONDENSATA
20401899;GE10 - TOPOLOGIA ALGEBRICA (CORSO DI LETTURE)
20401960;AM7-EQUAZIONI ALLE DERIVATE PARZIALI 1(CORSO DI LETTURE)
20401961;AM10 - TEORIA DEGLI OPERATORI LINEARI (CORSO DI LETTURE)
20401962;FM7 - METODI PROBABILISTICI IN FISICA MATEMATICA (CORSO DI LETTURE)
20401963;FM9 - SISTEMI DINAMICI (CORSO DI LETTURE)
20704118;LINGUA E TRADUZIONE SPAGNOLA I - TERZA LINGUA LL
20704119;LINGUA E TRADUZIONE INGLESE I - TERZA LINGUA LL
20704120;LINGUA E TRADUZIONE FRANCESE I - TERZA LINGUA LL
20704121;LINGUA E TRADUZIONE TEDESCA I - TERZA LINGUA LL
20704122;LINGUA E TRADUZIONE PORTOGHESE E BRASILIANA I - TERZA LINGUA LL
20704123;LINGUA E TRADUZIONE RUSSA I - TERZA LINGUA LL 
20704124;LINGUA E TRADUZIONE SPAGNOLA I - TERZA LINGUA OCI
20704125;LINGUA E TRADUZIONE RUSSA I - TERZA LINGUA OCI
20702126;LINGUA E TRADUZIONE PORTOGHESE E BRASILIANA I - TERZA LINGUA OCI
20704127;LINGUA E TRADUZIONE TEDESCA I - TERZA LINGUA OCI
20704128;LINGUA E TRADUZIONE FRANCESE I - TERZA LINGUA OCI
20704129;LINGUA E TRADUZIONE INGLESE I - TERZA LINGUA OCI
20101314;LINGUA GIURIDICA FRANCESE (IDONEITA')
20101315;INTERNATIONAL ARBITRATION(ARBITRATO INTERNAZIONALE)
20101316;DIRITTO SANITARIO
20101317;IMPRESE MULTINAZIONALI E SVILUPPO (MULTINATIONAL CORPORATIONS AND DEVELOPMENT)
20101318;THE LEGAL PROTECTION OF CULTURAL HERITAGE(PROTEZIONE GIURIDICA DEL PATRIMONIO CULTURALE)
20801874;BIOIMMAGINI
20801875;DISPOSITIVI E SISTEMI BIOMEDICI
20801876;ELABORAZIONE DI DATI E SEGNALI BIOMEDICI
20801877;LABORATORIO DI INGEGNERIA BIOMEDICA
20801878;PRINCIPI DI BIOINGEGNERIA
20801879;ELEMENTI DI FISIOLOGIA UMANA
20801880;TECNICHE ELETTROMAGNETICHE PER LA BIOINGEGNERIA
20801881;BIOMATERIALI
20801882;MECCANICA DEI FLUIDI BIOLOGICI
20801883;SCIENZA E TECNOLOGIA DEI MATERIALI PER LA BIOINGEGNERIA
20801884;TECNICHE AVANZATE DI CARATTERIZZAZIONE DEI BIOMATERIALI
20801885;FONDAMENTI DI INGEGNERIA CLINICA
20801886;SISTEMI E SICUREZZA ELETTRICA NEGLI AMBIENTI PER USO MEDICO
20801887;CONTROLLO AMBIENTALE PER IL BENESSERE
20801888;ELETTRONICA DI POTENZA
20801889;PIANIFICAZIONE ED ORGANIZZAZIONE AZIENDALE NELLA SANITÀ
20801890;NEUROINGEGNERIA
20801891;BIOINGEGNERIA DELL'APPARATO LOCOMOTORE
20801892;INFORMAZIONE E MULTIMEDIALITÀ
20801893;BIOINFORMATICA
20801894;TECNOLOGIE FISICHE
